"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
111,"NCT05518162","Treatment of Post-partum Depression Using an Behavioral Intervention Called ROSE (Reach Out, Stay Strong, Essentials for Mothers of Newborns) Delivered Using an Electronic App",,"Recruiting","No Results Available","Post-partum Depression","Device: InBloom|Behavioral: ROSE","proportion of participants with post-partum depression assessed using the Mini International Neuropsychiatric Interview (MINI)|mean depression severity measured using Patient Health Questionnaire (PHQ-9)|Return on Investment (ROI)","University of Rochester|National Institute of Mental Health (NIMH)","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","152","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Treatment","RSRB00007456|R44MH112216","July 17, 2023","July 1, 2025","July 1, 2025","August 26, 2022",,"September 28, 2023","University of Rochester Medical Center, Rochester, New York, United States",,"https://ClinicalTrials.gov/show/NCT05518162"
112,"NCT04576754","Pivotal Test: WB001",,"Completed","No Results Available","Postpartum Depression","Device: WB001|Device: Educational","Hamilton Depression Rating Scale for Depression (HAMD)|Clinical Characteristic Questions|The Edinburgh Postnatal Depression Scale (EPDS)|The Patient Health Questionnaire (PHQ-8)|Generalized Anxiety Disorder 2-item scale (GAD-2)|The Mother-to-Infant Bonding Scale (MIB)|Patient-Reported Outcomes Measurement Information System (PROMIS)|The Mental Health Self-Efficacy Scale (MHSES)|The Client Satisfaction Questionnaire (CSQ-8)","Woebot Health","Female","18 Years to 45 Years   (Adult)","Not Applicable","83","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","Woebot Labs Inc. - 0030","November 12, 2020","June 14, 2021","August 20, 2021","October 6, 2020",,"November 14, 2022","Woebot Labs Inc, San Francisco, California, United States",,"https://ClinicalTrials.gov/show/NCT04576754"
113,"NCT03927378","Low-dose S-Ketamine and Postpartum Depression in Parturients With Prenatal Depression",,"Completed","No Results Available","Prenatal Depression|Ketamine|Postpartum Depression","Drug: S-ketamine|Drug: Placebo","The incidence of depression at 42 days after childbirth.|Maternal depression score at 7 days postpartum.|Maternal depression score at 42 days postpartum.|Maternal depression severity at 42 days postpartum.|Intensity of pain at 1, 7, and 42 days postpartum.|Maternal breast feeding at 1, 7, and 42 days postpartum.|Length of hospital stay after giving birth.|Incidence of maternal complications within 42 days postpartum.|Incidence of neonatal diseases within 42 days.","Peking University First Hospital|Peking University International Hospital|Hunan Provincial Maternal and Child Health Care Hospital|Women's Hospital of Nanjing Medical University|Women's Hospital School Of Medicine Zhejiang University","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","364","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","2018[224]","June 19, 2020","August 3, 2022","August 3, 2022","April 25, 2019",,"April 4, 2023","Peking University First Hospital, Beijing, Beijing, China|Beijing Tiantan Hospital, Beijing, Beijing, China|Peking University International Hospital, Beijing, Beijing, China|Hunan Provincial Maternal and Child Health Care Hospital, Changsha, Hunan, China|Huaian Maternal and Child Health Care Hospital, Huaian, Jiangsu, China|Nanjing Maternal and Child Health Care Hospital, Nanjing, Jiangsu, China|Women's Hospital School Of Medicine Zhejiang University, Hanzhou, Zhejiang, China",,"https://ClinicalTrials.gov/show/NCT03927378"
114,"NCT02813174","Personality Style and Self Compassion in Postpartum Depression: An Online Prevention Study",,"Completed","No Results Available","Postpartum Depression","Behavioral: Compassionate Mind Training from Compassion-Focused Therapy","Edinburgh Postnatal Depression Scale|Vulnerable Personality Style Questionnaire|Self Compassion Scale|Mini-markers|Postpartum Depression Predictors Inventory - Revised","i4Health","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","228","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","16-018-H","June 2016","May 9, 2017","May 9, 2017","June 24, 2016",,"August 21, 2017","Palo Alto University, Palo Alto, California, United States",,"https://ClinicalTrials.gov/show/NCT02813174"
115,"NCT06273423","Feasibility Evaluation of a Dance Fitness Program",,"Not yet recruiting","No Results Available","Postpartum Depression","Other: OULA, Mind-body Physical Activity","Feasibility and acceptability|Changes in postpartum depression|Changes in postpartum anxiety","Montana State University","Female","20 Years to 39 Years   (Adult)","Not Applicable","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other","OULA for Postpartum Depression","October 2024","May 2025","June 2025","February 22, 2024",,"February 22, 2024",,,"https://ClinicalTrials.gov/show/NCT06273423"
116,"NCT04227704","Ketamine to Prevent PPD After Cesarean","PoCKet","Completed","Has Results","Postpartum Depression","Drug: Ketamine 50 MG/ML|Drug: Control","The Prevalence of Postpartum Depression in the Study Population, as Defined as EPDS Greater Than 10 Out of 30|Percentage of Eligible Patients Consenting to Participation|Percentage of Patients With a Complete Dataset|Number of Patients in Study Arms Experiencing One or More Severe Side Effects|Dose of Opiate Analgesics Administered|Dose of Ketorolac Administered (mg)|Prevalence of Intraoperative Hypotension|Maximum Intraoperative Pain (NRS)|Adverse Effects|Plasma Concentrations of Ketamine|Total Opiate Consumption in Morphine Equivalents|Surgical Site Pain: Numerical Rating Scale (NRS 0-10)|Edinburgh Postpartum Depression Scale (EPDS)|Apgar Scores|Admission to NICU|The Number of Participants Achieving Breastfeeding Success|Prevalence of Intraoperative Hypertension|Prevalence of Intraoperative Bradycardia|Prevalence of Intraoperative Tachycardia|Postpartum Anxiety","Washington University School of Medicine","Female","18 Years to 45 Years   (Adult)","Phase 3","25","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","201910191","November 12, 2020","August 9, 2021","August 9, 2021","January 14, 2020","January 26, 2023","January 26, 2023","Washington University in St. Louis, Saint Louis, Missouri, United States","""Study Protocol and Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/04/NCT04227704/Prot_SAP_000.pdf|""Informed Consent Form"", https://classic.clinicaltrials.gov/ProvidedDocs/04/NCT04227704/ICF_001.pdf","https://ClinicalTrials.gov/show/NCT04227704"
117,"NCT04485000","Online 1-Day CBT-Based Workshops for PPD",,"Completed","No Results Available","Postpartum Depression","Behavioral: Online 1-Day Cognitive Behavioural Therapy (CBT)-Based Workshop","Edinburgh Postnatal Depression Scale (EPDS)|Cost-effectiveness: Costs of service|Cost-effectiveness: Quality-Adjusted Life Year (QALY)","McMaster University","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","403","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Care Provider, Outcomes Assessor)|Primary Purpose: Treatment","ONLINE1DAYCBT","April 20, 2020","January 30, 2021","January 30, 2021","July 24, 2020",,"February 16, 2021","McMaster University, Hamilton, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT04485000"
118,"NCT05622305","Public Health Nurse-Delivered 1-Day CBT Workshops for PPD",,"Recruiting","No Results Available","Postpartum Depression","Behavioral: 1-Day Cognitive Behavioural Therapy-Based Workshop","Edinburgh Postnatal Depression Scale (EPDS)|Generalized Anxiety Disorder 7-Item Scale|Multidimensional Scale of Perceived Social Support (MSPSS)|Parenting Stress Index (PSI-SF)|Postpartum Bonding Questionnaire (PBQ|Infant Behavior Questionnaire-Revised Very Short Form (IBQ-R)|EQ-5D-5L|Healthcare Resource Utilization Questionnaire|Mini International Neuropsychiatric Interview - Major Depressive Disorder Module|Mini International Neuropsychiatric Interview - Generalized Anxiety Disorder Module","McMaster University","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","447","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Treatment","PHN1DayCBT","October 11, 2022","December 31, 2024","December 31, 2024","November 18, 2022",,"March 13, 2024","McMaster University, Hamilton, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT05622305"
119,"NCT04928742","Online PHN CBT for PPD",,"Completed","No Results Available","Postpartum Depression","Behavioral: Group Cognitive Behavioural Therapy (CBT)","Maternal Depressive Symptoms|Anxiety|Mother-Infant Bonding|Social Support|Relationship with Partner|Infant Temperament|Cost Effectiveness - costs|Cost Effectiveness - QALY|Maternal Major Depressive Disorder","McMaster University","Female","18 Years to 99 Years   (Adult, Older Adult)","Not Applicable","159","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Treatment","OnlinePHNCBT","March 30, 2020","March 2, 2022","March 2, 2022","June 16, 2021",,"July 25, 2022","McMaster University, Hamilton, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT04928742"
120,"NCT03791021","Early Diagnosis of PPD Through Self-portraits","ppd","Completed","No Results Available","Postpartum Depression","Diagnostic Test: draw a person (DAP)|Diagnostic Test: Edinburgh Postnatal Depression Scale (EPDS)|Diagnostic Test: Beck Depression Inventory- II (BDI-II)|Diagnostic Test: Traumatic Events Questionnaire (TEQ)","development of a reliable projective tool for prediction of PPD","Sheba Medical Center|University of Haifa","Female","18 Years to 40 Years   (Adult)",,"100","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","5651-18-SMC","January 1, 2019","June 1, 2020","June 1, 2020","January 2, 2019",,"June 9, 2020","Aya Mohr Sasson, Ramat -Gan, Please Select, Israel",,"https://ClinicalTrials.gov/show/NCT03791021"
121,"NCT05040581","1 Day Workshops for Preventing PPD: A Pilot Study",,"Completed","No Results Available","Postpartum Depression","Behavioral: 1-Day CBT-Based Workshop for Preventing PPD","Acceptability of developed treatment manual|Feasibility of recruiting 15 mothers into a pilot workshop|Feasibility of recruiting 60 participants into pilot RCT in 6 months|Proportion of eligible participants who enroll in study|Proportion of participants in experimental arm who complete intervention|Proportion of participants who complete all outcome measures|Estimate of treatment effect and variance of primary outcome for later RCT - Major Depressive Disorder|Estimate of treatment effect and variance of primary outcome for later RCT - Depressive Symptoms","McMaster University","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","37","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","1DayPrev","June 1, 2022","December 31, 2022","December 31, 2022","September 10, 2021",,"March 2, 2023","McMaster University, Hamilton, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT05040581"
122,"NCT04934488","Online Peer-Delivered 1-Day CBT Workshops for PPD",,"Completed","No Results Available","Postpartum Depression","Behavioral: Online Peer-Delivered 1-Day CBT-Based Workshop","Depression|Cost-Effectiveness - Costs|Cost-Effectiveness - Quality Adjusted Life Year|Anxiety|Mother-Infant Bonding|Social Support|Partner Relationship Quality|Parenting stress|Infant Temperament|Client Satisfaction","McMaster University","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","404","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Care Provider, Outcomes Assessor)|Primary Purpose: Treatment","Peer1DayCBT","June 7, 2021","February 18, 2022","February 18, 2022","June 22, 2021",,"February 27, 2023","McMaster University, Hamilton, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT04934488"
123,"NCT05314361","Public Health Nurse-Delivered 1-Day CBT Workshops Pilot",,"Completed","No Results Available","Postpartum Depression","Behavioral: 1-Day Cognitive Behavioural Therapy-Based Workshop","Number of participants recruited in recruitment period|Number of participants who complete all data collection procedures|Number of participants who complete study (retention)|Number of participants who complete the intervention (adherence)|Estimate Treatment effect - Edinburgh Postnatal Depression Scale (EPDS)","McMaster University","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","119","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Treatment","PHN1DayCBTPilot","March 18, 2022","April 1, 2023","April 1, 2023","April 6, 2022",,"August 25, 2023","McMaster University, Hamilton, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT05314361"
