"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
725,"NCT00009009","Kidney Transplant for HIV-Infected Patients in Renal Failure",,"Completed","No Results Available","Chronic Kidney Failure|HIV Infection","Drug: immunosuppressive regimen designed to complement HAART",,"National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|National Institutes of Health Clinical Center (CC)","All","Child, Adult, Older Adult","Phase 2","10","NIH","Interventional","Primary Purpose: Treatment","010061|01-DK-0061","January 2001",,"December 2002","January 22, 2001",,"March 4, 2008","National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK), Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT00009009"
726,"NCT03554603","Modified Reporting of Positive Urine Cultures Collected From Long Term Care",,"Completed","Has Results","Urinary Tract Infections|Asymptomatic Bacteriuria","Behavioral: Modified Report","Proportion of Asymptomatic Bacteriuria Treated With Antibiotics and Urinary Tract Infection Treated With Antibiotics","Memorial University of Newfoundland","All","Child, Adult, Older Adult","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment","MUN-04","November 5, 2018","July 31, 2019","July 31, 2019","June 13, 2018","March 1, 2024","March 1, 2024","Health Sciences Center, Saint John's, Newfoundland and Labrador, Canada","""Study Protocol and Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/03/NCT03554603/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03554603"
727,"NCT05039203","Bacteriuria and Indwelling Urinary Catheter.",,"Enrolling by invitation","No Results Available","Bacteriuria Asymptomatic|Urinary Tract Infections","Device: Indwelling urinary catheter","Symptomatic bacteriuria (urinary tract infection)|Asymptomatic bacteriuria (ABU)|Persistence of ABU","Region Stockholm","All","65 Years and older   (Older Adult)",,"800","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","2021-02410","May 24, 2022","September 2024","September 2024","September 9, 2021",,"September 6, 2023","Geriatric Department, Södertälje Hospital, Södertälje, Sweden",,"https://ClinicalTrials.gov/show/NCT05039203"
728,"NCT01263392","Comparing Urinary Tract Infections in Children With Spina Bifida Using Two Types of Catheters for Catheterization",,"Completed","No Results Available","Neurogenic Bladder|Spina Bifida","Device: Intermittent catheterization","Symptomatic urinary tract infection (UTI)|Subject satisfaction","University of Alberta","All","3 Months to 18 Years   (Child, Adult)","Not Applicable","46","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","Speedi 10","April 2007","January 2013","January 2013","December 20, 2010",,"June 20, 2013","Alberta Children's Hospital, Calgary, Alberta, Canada|University of Alberta, Edmonton, Alberta, Canada|BC Children's Hospital, Vancouver, British Columbia, Canada|Winnipeg Children's Hospital, Winnipeg, Manitoba, Canada",,"https://ClinicalTrials.gov/show/NCT01263392"
729,"NCT04616352","Cefuroxime Resistance in Pyelonephritis",,"Completed","No Results Available","Urinary Tract Infections","Other: Resistance to cefuroxime","Time to hospital discharge|Readmission|Time to readmission","Universidad Nacional de Colombia","All","18 Years and older   (Adult, Older Adult)",,"973","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","ivucef001","December 26, 2020","June 30, 2021","July 30, 2021","November 4, 2020",,"August 3, 2021","Clínica Reina Sofía, Bogota, DC, Colombia",,"https://ClinicalTrials.gov/show/NCT04616352"
730,"NCT04096820","Uromune in Treating Recurrent Urinary Tract Infections in Women",,"Active, not recruiting","No Results Available","Recurrent Uti","Biological: Uromune","Complete Responder|Responder Rate","Queen's University","Female","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","62","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","6026618","September 6, 2019","October 31, 2022","January 1, 2023","September 20, 2019",,"July 29, 2022","Centre for Advanced Urological Research, Kingston, Ontario, Canada","""Study Protocol and Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/20/NCT04096820/Prot_SAP_000.pdf|""Informed Consent Form"", https://classic.clinicaltrials.gov/ProvidedDocs/20/NCT04096820/ICF_001.pdf","https://ClinicalTrials.gov/show/NCT04096820"
731,"NCT04955717","Antenatal Chlamydia Trachomatis and Neisseria Gonorrhoeae Testing to Prevent Adverse Neonatal Consequences",,"Completed","No Results Available","Chlamydia Trachomatis Infection|Neonatal Infection|Preterm Birth|Gonorrhea","Other: Chlamydia trachomatis and Neisseria gonorrhoeae screening using the GeneXpert","Neonatal Chlamydia trachomatis or Neisseria gonorrhoeae infection|Preterm birth","University of Southern California|Botswana Harvard AIDS Institute Partnership|University of California, San Diego","Female","15 Years and older   (Child, Adult, Older Adult)","Not Applicable","500","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Screening","HS-21-00245","February 24, 2021","January 31, 2023","January 31, 2023","July 9, 2021",,"May 10, 2023","University of Southern California, Los Angeles, California, United States|DHMT Clinics, Gaborone, Botswana",,"https://ClinicalTrials.gov/show/NCT04955717"
732,"NCT01597804","Bathing Bundle Regimen in Reducing Gynecological Surgical Site Infection in Patients Undergoing Surgery",,"Completed","No Results Available","Malignant Female Reproductive System Neoplasm","Procedure: Infection Prophylaxis and Management","Presence of a site infection, compared with historical SSI rates among RPCI GYN surgery patients treated with the standard of care before July 1, 2010","Roswell Park Cancer Institute","Female","19 Years and older   (Adult, Older Adult)","Not Applicable","435","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","I 189910|NCI-2012-00273","April 2011","February 2014","April 2016","May 14, 2012",,"July 23, 2020","Roswell Park Cancer Institute, Buffalo, New York, United States",,"https://ClinicalTrials.gov/show/NCT01597804"
733,"NCT05551949","Preventing Recurrent UTI With Vaginal Estrogen","PRUVE","Enrolling by invitation","No Results Available","Recurrent Urinary Tract Infection|Urinary Tract Infections|Cystitis Recurrent","Drug: Vaginal estradiol tablets","Change in Vaginal microbiota|Change in Vaginal Interleukin-6 level|Change in Urinary microbiota|Change in Urinary Interleukin-6 level|Urinary tract infection recurrence","Johns Hopkins University|University of Maryland|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Female","55 Years to 100 Years   (Adult, Older Adult)","Phase 4","50","Other|NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","IRB00314740|R01DK130856","January 31, 2023","August 31, 2025","August 31, 2025","September 23, 2022",,"October 19, 2023","Johns Hopkins Bayview Medical Center, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT05551949"
734,"NCT02277171","Evaluation of Safety and Tolerability of Nitric Oxide Impregnated Urinary Catheters",,"Completed","No Results Available","Urinary Tract Infection|Bacteriuria","Device: Nitric Oxide impregnated catheter","Number of participants with adverse events associated with Nitric Oxide impregnated catheters|Proportion of patients (%) who prematurely discontinued the study due to adverse events or severe adverse events associated with Nitric oxide impregnated catheters|Measuring biofilm forming bacteria on the surface of Nitric Oxide impregnated and non impregnated Foley catheters after indwelling for 7 to 14 days|Measuring bacteriuria (by urine culture) for Nitric Oxide impregnated and non impregnated Foley catheters prior to insertion, 1 day after insertion, every day during hospitalization, on catheter removal day, and 30 days after catheterization|Measuring number of urinary tract infection (UTI) events following catheterization with Nitric Oxide impregnated and non impregnated Foley catheters|Proportion of patients (%) who prematurely discontinued the study for any reason","Enox Israel Ltd|Rabin Medical Center","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 1","15","Industry|Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","ENOX PHASE I_1.1","December 2014","June 2015","September 2015","October 28, 2014",,"December 24, 2015",,,"https://ClinicalTrials.gov/show/NCT02277171"
735,"NCT03445312","Safety and Effectiveness of a Laboratory Intervention to Effectively NOT Treat Asymptomatic Bacteriuria","Salient","Completed","No Results Available","Asymptomatic Bacteriuria|Urinary Tract Infections","Behavioral: not processing urine cultures","serious adverse events (SAE) associated with not processing urine culture|Differences in SAE|SAE due to antibiotics|Non-response","Mount Sinai Hospital, Canada","All","Child, Adult, Older Adult",,"1394","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","MSH 16-0302E","August 31, 2017","May 15, 2019","November 15, 2019","February 26, 2018",,"June 1, 2020","Mount Sinai Hospital, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT03445312"
736,"NCT02797613","Restricted Reporting for Positive Urine Cultures",,"Completed","Has Results","Bacteriuria|Urinary Tract Infection","Behavioral: Restricted Reporting","The Number of Patients Receiving Appropriate Treatment","Memorial University of Newfoundland","All","18 Years and older   (Adult, Older Adult)","Not Applicable","110","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment","MUN-01","January 1, 2017","May 1, 2017","May 1, 2017","June 13, 2016","February 27, 2020","February 27, 2020","Health Sciences Center, Saint John's, Newfoundland and Labrador, Canada","""Study Protocol and Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/13/NCT02797613/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02797613"
737,"NCT01989130","Evaluation of Immediate v. Delayed CT/NG Test for Treatment in the ED",,"Completed","Has Results","Reproductive Tract Infections","Device: Roche AMPLICOR CT/NG|Device: Cepheid Xpert CT/NG Test","Percentage of Participants Prescribed Antibiotic Treatment|Health Utilization|Healthcare Cost|Resolution of Symptoms","George Washington University|Cepheid","All","18 Years and older   (Adult, Older Adult)","Not Applicable","70","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","071346","October 2013","March 2015","March 2015","November 20, 2013","April 21, 2017","August 13, 2019","The George Washington University Hospital, Washington, District of Columbia, United States",,"https://ClinicalTrials.gov/show/NCT01989130"
738,"NCT02034851","Dexamethasone Administration in 1st Episode of Febrile Urinary Tract Infection","DEXCAR-0212","Completed","No Results Available","Acute Pyelonephritis",,"renal scarring","Institut Investigacio Sanitaria Pere Virgili|Hospital Universitari Sant Joan de Reus|Hospital Universitari Joan XXIII de Tarragona.|Pius Hospital de Valls|Hospital Arnau de Vilanova|Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau|Maternal-Infantil Vall d´Hebron Hospital|Hospital General Universitario Santa Lucía|University Rovira i Virgili","All","2 Months to 14 Years   (Child)",,"183","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","IISPV_Pediatria_Dexcar|2011-005805-66","April 2013","May 2016","June 2019","January 14, 2014",,"September 16, 2020","Hospital General Universitario Santa Lucía de Cartagena, Cartagena, Murica, Spain|Iispv- Hospital Sant Joan de Reus, Reus, Tarragona, Spain|Pius Hospital de Valls, Valls, Tarragona, Spain|Hospital Maternoinfantil Vall D'Hebron, Barcelona, Spain|Hospital de La Santa Creu I Sant Pau de Barcelona, Barcelona, Spain|Hospital Arnau de Vilanova de Lleida, Lleida, Spain|Iispv-Hospital Joan Xxii de Tarragona, Tarragona, Spain",,"https://ClinicalTrials.gov/show/NCT02034851"
739,"NCT05086900","Developing a PROM for Recurrent Urinary Tract Infection",,"Unknown status","No Results Available","Urologic Diseases|Patient Satisfaction|Pain, Chronic|Sexual Dysfunction","Other: Non-interventional Cross-sectional Patient Reported Outcome Measure Development","Recurrent Urinary Tract Infection Symptom Scale|Recurrent Urinary Tract Infection Impact Questionnaire|Urinary Tract Infection Symptom Assessment|Numerical Pain Rating Scale|Depression|Anxiety|Loneliness|Work Productivity and Impairment Questionnaire|Sexual Distress|Satisfaction with Treatment","University of Reading|Live UTI Free|University of Buckingham","All","18 Years and older   (Adult, Older Adult)",,"145","Other","Observational","Observational Model: Cohort|Time Perspective: Cross-Sectional","RUTI01-KF-2021","May 1, 2021","December 1, 2021","December 1, 2021","October 21, 2021",,"October 21, 2021","University of Reading, Reading, Berkshire, United Kingdom","""Informed Consent Form"", https://classic.clinicaltrials.gov/ProvidedDocs/00/NCT05086900/ICF_000.pdf","https://ClinicalTrials.gov/show/NCT05086900"
