"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
364,"NCT05398562","Tolerability and Reactogenicity Trial of the Recombinant Tuberculosis Allergen in Healthy Volunteers",,"Completed","No Results Available","Tuberculosis|Skin Tests","Diagnostic Test: Mycobacterial recombinant allergens 0.1 μg|Diagnostic Test: Mycobacterial recombinant allergens 0.2 μg|Diagnostic Test: Placebo","Incidence of AEs and SAEs|Number of participants with abnormal changes in laboratory parameters - Complete blood count (CBC)|Number of participants with abnormal changes in laboratory parameters - Biochemical blood test (BBT)|Number of participants with abnormal changes in laboratory parameters - Immunologic blood test (IBT)|Number of participants with abnormal Changes in laboratory parameters - Urinalysis (UA)|Number of participants with abnormal ECG findings|Number of participants with abnormal changes in physical examination data|Number of participants with abnormal changes in the functions of vital organs and vital signs - Heart rate (HR)|Number of participants with abnormal changes in the functions of vital organs and vital signs - Respiratory rate (RR)|Number of participants with abnormal changes in the functions of vital organs and vital signs - Blood pressure (BP): Systolic blood pressure (SBP) and Diastolic blood pressure (DBP)|Number of participants with abnormal changes in the functions of vital organs and vital signs - Body temperature (BT)|Incidence and severity of immediate hypersensibility reactions in each group according to the four-point scale|Proportion of volunteers who have withdrawn from the trial early due to the AE/SAE|Incidence of systemic post-injection reactions|Incidence of local post-injection reactions","St. Petersburg Research Institute of Vaccines and Sera","All","18 Years to 50 Years   (Adult)","Phase 1","75","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Diagnostic","ATR-I-004-2019","February 13, 2020","June 17, 2020","June 26, 2020","June 1, 2022",,"June 1, 2022","Limited Liability Company ""Scientific Research Center Eco-Safety"", Saint Petersburg, Russian Federation",,"https://ClinicalTrials.gov/show/NCT05398562"
365,"NCT01242592","Homeopathy as an Adjuvant to Chemotherapy Improves Clinical Outcome in Relapsed Pulmonary Tuberculosis",,"Completed","No Results Available","Pulmonary Tuberculosis","Drug: Anti-Tuberculosis Treatment","Sputum conversion|Quality of Life","NMP Medical Research Institute","All","18 Years to 60 Years   (Adult)","Phase 2","56","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","NMP/H/01","February 2005",,"June 2008","November 17, 2010",,"November 17, 2010","NMP medical Research Institute, Jaipur, Rajastha, India",,"https://ClinicalTrials.gov/show/NCT01242592"
366,"NCT02115854","Labial Biopsy in Patients With Tuberculosis Disease",,"Completed","No Results Available","Tuberculosis|Sarcoidosis","Other: labial biopsy","presence of granuloma on labial biopsy","Hopital Lariboisière","All","18 Years and older   (Adult, Older Adult)",,"65","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","granuloma1","December 2010","April 2014",,"April 16, 2014",,"April 16, 2014","Unite de Recherche Thérapeutique, Paris, France",,"https://ClinicalTrials.gov/show/NCT02115854"
367,"NCT04241809","Bioaerosol Sampling in Suspected Pulmonary Tuberculosis",,"Completed","No Results Available","Pulmonary Tuberculosis Confirmation by Sputum Microscopy With or Without Culture","Diagnostic Test: Bioaerosol Sampling","Primary Aim|Secondary Aim (1)","Desmond Tutu HIV Foundation|National Institutes of Health (NIH)|University of Cape Town|Zeteo Tech Incorporated","All","13 Years to 100 Years   (Child, Adult, Older Adult)",,"102","Other|NIH","Observational","Observational Model: Cohort|Time Perspective: Prospective","R01AI147347-01","May 15, 2020","May 27, 2022","May 27, 2022","January 27, 2020",,"March 27, 2023","Aerobiology Research Centre, Cape Town, Western Cape, South Africa",,"https://ClinicalTrials.gov/show/NCT04241809"
368,"NCT01967134","Safety and Immunogenicity Study of AERAS-456 Vaccine for Tuberculosis",,"Completed","Has Results","Latent Tuberculosis|Latent Tuberculosis Bacteriology and Histology Unknown","Biological: H56:IC31","Number of Participants With at Least One Adverse Event (AE) Through Day 210|Median % Change in Response to Peptides From Vaccine Antigen Ag85B From Pre-vaccination to Day 70 in Participants Who Received Two Vaccinations|Median % Change in Response to Peptides From Vaccine Antigen ESAT-6 From Pre-vaccination to Day 70 in Participants Who Received Two Vaccinations|Number of Participants Who Received at Least Two Vaccinations and Tested Positive for Mtb Infection on Day 210|Median % Change in Response to Peptides From Vaccine Antigen Ag85AB From Pre-vacc to Day 210","Aeras|Statens Serum Institut","All","18 Years to 50 Years   (Adult)","Phase 1","25","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","C-032-456","November 2011","December 2012","June 2013","October 22, 2013","August 21, 2019","August 21, 2019","SATVI Project Office, Brewelskloof Hospital, Worcester, South Africa",,"https://ClinicalTrials.gov/show/NCT01967134"
369,"NCT00557765","Use of a Gamma-IFN Assay in Contact Tracing for Tuberculosis in a Low-Incidence, High Immigration Area",,"Completed","No Results Available","Tuberculosis|Latent Tuberculosis Infection",,"Correlation between results of TST and IGRA tests and exposure scores","University Hospital, Geneva|Ligue Pulmonaire Genevoise","All","18 Years and older   (Adult, Older Adult)",,"295","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","04-184","October 2004",,"January 2006","November 14, 2007",,"November 14, 2007","Centre antituberculeux; Geneva University Hospital, Geneva, Switzerland",,"https://ClinicalTrials.gov/show/NCT00557765"
370,"NCT06153069","Subclinical TB With Innovative Modified Short-course Regimens","SWIFT","Active, not recruiting","No Results Available","Tuberculosis","Drug: Short-course regimen|Drug: Standard regimen","Treatment success rate of the short-course regimen|Relapse rate during follow-up|Culture conversion rate|Median time to Sputum Culture Conversion|The frequency of grade 3 or greater adverse events","Huashan Hospital","All","14 Years to 80 Years   (Child, Adult, Older Adult)","Phase 4","556","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","KY2023-715","November 1, 2023","October 2025","November 2027","December 1, 2023",,"December 14, 2023","Huashan Hospital of Fudan University, Shanghai, Shanghai, China|Hangzhou Red Cross Hospital, Hangzhou, Zhejiang, China",,"https://ClinicalTrials.gov/show/NCT06153069"
371,"NCT01638520","Safety and Efficacy of Blocking IL-4 With Pascolizumab in Patients Receiving Standard Therapy for Pulmonary Tuberculosis",,"Unknown status","No Results Available","Tuberculosis, Pulmonary","Drug: Pascolizumab|Drug: Placebo","Efficacy - Time to detection on liquid culture of sputum on Week 8|Co-primary outcome measure - safety|Sputum culture status (positive or negative) on liquid culture at week 8|Rate of change (area under the curve) from baseline to week 8 in the time to positivity in liquid culture of sputum|Rate of change in serial sputum colony counts on solid cultures from baseline to week 8|Rate of change of RPF-dependent serial sputum colony counts from baseline to week 8|Sputum culture status (positive or negative) on solid culture at week 8|Rate of change of sputum smear lipid-body positive mycobacteria from baseline to week 8|Serum IL-4 levels (free and drug-bound)|Time to resolution of fever|Time to resolution of all TB symptoms|Resolution of chest X-ray changes at week 24|Resolution of PET/MRI changes at week 8 and week 24|TB relapse at any time up to week 96|Anti-pascolizumab antibodies","National University Hospital, Singapore|National University of Singapore","All","21 Years to 75 Years   (Adult, Older Adult)","Phase 2","32","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","DSRB 2012/02212","June 2012","February 2017","July 2017","July 11, 2012",,"April 4, 2017","Institute of Respiratory Medicine, Kuala Lumpur, Malaysia|University Malaya Medical Centre, Kuala Lumpur, Malaysia|Lung Centre Philippines, Manila, Philippines|Philippines Tuberculosis Society Inc., Manila, Philippines|Changi General Hospital, Singapore, Singapore|National University Hospital, Singapore, Singapore, Singapore|Ng Teng Fong General Hospital, Singapore, Singapore",,"https://ClinicalTrials.gov/show/NCT01638520"
372,"NCT01698476","Immune Reconstitution in Tuberculosis Disease","IRETB","Completed","No Results Available","Pulmonary Tuberculosis (TB)","Drug: vitamin D (cholecalciferol) and PBA (sodium phenylbutyrate)|Drug: Placebo tablets","Composite clinical TB score|Clinical secondary endpoints|Laboratory secondary endpoints","Karolinska Institutet|Addis Ababa University|Armauer Hansen Research Institute, Ethiopia","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","390","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","IRETB-2012","September 2012","August 2015","August 2015","October 3, 2012",,"February 5, 2016","Black Lion Hospital (BLH), Addis Ababa University, Faculty of Medicine, Addis Ababa, Lideta sub city, Ethiopia",,"https://ClinicalTrials.gov/show/NCT01698476"
373,"NCT01130311","Replacement of Vitamin D in Patients With Active Tuberculosis","SUCCINCT","Completed","No Results Available","Tuberculosis, Pulmonary","Drug: Cholecalciferol|Drug: Saline injection","To measure difference in Clinical RESPONSES between test and control groups after treatment with vitamin D|To assess the effects of vitamin D replacement on cytokine responses","Aga Khan University|Dow University of Health Sciences","All","15 Years and older   (Child, Adult, Older Adult)","Not Applicable","259","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Supportive Care","AgaKhanU|091014MED|09014MED","October 2009","April 2010","December 2010","May 26, 2010",,"June 28, 2011","Aga Khan University, Karachi, Sind, Pakistan|Ojha Istitute of Chest Diseases, Karachi, Sind, Pakistan|Abbasi Shaheed Hospital, Karachi, Sind, Pakistan|Malir Chest Clinic, Karachi, Sind, Pakistan",,"https://ClinicalTrials.gov/show/NCT01130311"
374,"NCT00513396","High-Dose Isoniazid Adjuvant Therapy for Multidrug Resistant Tuberculosis",,"Completed","No Results Available","Tuberculosis, Multidrug-Resistant","Drug: Isoniazid|Drug: Placebo","Time to sputum culture conversion|Extent of radiological improvement|Proportion with peripheral neuropathy|Proportion with hepatotoxicity","GSVM Medical College","All","18 Years and older   (Adult, Older Adult)","Phase 2|Phase 3","134","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","TB chest - 1/2005","January 2004",,"December 2006","August 8, 2007",,"August 8, 2007",,,"https://ClinicalTrials.gov/show/NCT00513396"
375,"NCT03173261","Role of Genexpert in Extra Pulmonary Tuberculosis",,"Unknown status","No Results Available","Extra Pulmonary Tuberculosis","Diagnostic Test: Genexpert","the percentage of positive patients for extra pulmonary tuberculosis","Assiut University","All","16 Years to 90 Years   (Child, Adult, Older Adult)","Not Applicable","2","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","PTB","June 2017","April 2018","September 2018","June 1, 2017",,"June 1, 2017",,,"https://ClinicalTrials.gov/show/NCT03173261"
376,"NCT02759848","The Role of Tuberculosis in Chronic Obstructive Lung Disease","TROTIC","Completed","No Results Available","The Role of Tuberculosis in COPD",,"all cause mortality","Istanbul Medeniyet University","All","40 Years and older   (Adult, Older Adult)",,"598","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","TROTIC-1234-TROTIC","January 2012","December 2014","December 2014","May 3, 2016",,"May 3, 2016",,,"https://ClinicalTrials.gov/show/NCT02759848"
377,"NCT03220464","Early Diagnosis of Active Tuberculosis Using Ultra Low-dose Chest CT",,"Unknown status","No Results Available","Tuberculosis, Pulmonary|Latent Tuberculosis","Radiation: Ultra low dose chest computed tomography (ULDCT)|Radiation: Chest X-ray|Diagnostic Test: Interferon-gamma Release Assay (IGRA)","Incidence of active pulmonary tuberculosis|Prevalence of active pulmonary tuberculosis at enrollment|Prevalence of latent tuberculosis at enrollment|Change of ultra low dose chest CT findings in latent tuberculosis patients","Seoul National University Hospital","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","116","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Screening","1704-157-849","June 20, 2017","April 30, 2019","April 30, 2020","July 18, 2017",,"July 21, 2017","Seoul National University Hospital, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT03220464"
378,"NCT03312647","Adverse Drug Reactions to Anti-TB Drugs in the Treatment of Latent Tuberculosis Infection",,"Unknown status","No Results Available","Latent Tuberculosis Infection",,"The numbers of adverse drug reactions (ADR) during LTBI treatment|The numbers of severe ADR during LTBI treatment","Hanyang University","All","19 Years and older   (Adult, Older Adult)",,"1000","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","HYUMC_CM_002","June 19, 2017","May 2018","May 2018","October 18, 2017",,"October 18, 2017","Sang-Heon Kim, Seoul, Korea, Republic of",,"https://ClinicalTrials.gov/show/NCT03312647"
